mileage,tax,mpg,engineSize,price
48268,125,56.5,2.0,12097
55215,235,37.7,2.0,15670
32637,0,80.7,1.6,9415
55246,30,64.2,2.0,15465
62049,20,68.9,2.0,13995
14920,145,52.3,1.4,20995
61008,145,44.1,2.0,22495
43163,145,51.4,2.0,21995
21903,150,51.4,1.4,17998
63361,150,47.9,1.4,9798
13467,30,61.4,2.0,18495
12460,145,31.7,2.0,27995
47162,30,55.4,1.4,11495
25220,30,55.4,1.4,12495
27350,30,55.4,1.4,11995
16354,145,56.5,1.5,19698
66477,140,156.9,3.0,32998
40826,30,61.4,2.0,16599
66900,125,58.9,2.0,12285
6500,145,51.4,1.6,21995
6500,145,47.9,1.6,22495
6500,145,40.9,2.0,21995
5500,145,40.9,2.0,28995
5000,145,39.8,1.5,26495
5500,145,37.2,2.0,29695
7500,145,47.9,2.0,29995
34985,160,51.4,2.0,15488
8965,30,70.6,1.4,17565
38309,145,52.3,2.0,16490
12285,145,50.4,3.0,34000
26272,145,58.9,2.0,21800
44119,30,64.2,2.0,15000
25598,205,40.4,2.0,18800
62023,0,74.3,1.6,6800
36151,0,74.3,1.6,11100
29137,145,53.3,3.0,21995
9909,145,35.8,3.0,49995
34800,20,67.3,2.0,14795
36355,30,61.4,2.0,19995
56875,30,57.6,1.4,9496
20545,0,67.3,1.0,10120
21421,145,49.6,1.4,17990
28003,30,57.6,1.4,10260
57816,125,57.6,2.0,14590
15660,145,56.5,1.4,14990
65589,205,47.9,2.0,12490
17277,145,33.2,3.0,45995
18199,145,51.4,1.0,16495
12387,145,50.4,3.0,34495
3772,145,33.2,2.0,26995
5000,145,33.2,2.0,28495
5000,145,44.1,1.0,23950
16038,145,57.6,1.4,11990
26000,30,64.2,2.0,17495
22964,150,52.3,2.0,18295
47050,125,53.3,1.4,8950
27400,30,55.4,1.4,11760
74000,20,68.9,2.0,10262
16988,145,50.4,1.4,18401
38066,20,70.6,2.0,15649
46603,125,51.4,1.4,16310
14439,150,55.4,1.4,14998
55680,200,47.9,2.0,12498
44422,200,45.6,3.0,20698
15000,145,70.6,1.6,20450
6350,150,55.4,1.5,17650
7024,145,67.3,1.0,13495
46784,145,52.3,2.0,15998
26807,145,47.9,1.4,18298
28522,30,61.4,2.0,18995
25000,125,52.3,1.4,16950
43000,30,56.5,1.4,10850
55000,0,74.3,1.6,8695
14567,145,47.1,1.8,19252
84000,205,44.8,3.0,12691
4199,145,49.6,1.6,20640
26442,30,57.6,1.4,10970
8773,0,67.3,1.0,12360
76361,125,52.3,1.4,7791
3491,145,49.6,1.4,21250
83412,150,54.3,2.0,9950
74501,0,74.3,1.6,10498
15751,145,65.7,2.0,21991
47079,160,50.4,2.0,17991
55934,20,60.1,1.4,10750
63998,160,50.4,2.0,12210
56726,20,68.9,2.0,9350
25773,145,43.5,2.0,21990
59022,145,61.4,2.0,17920
1500,145,36.2,3.0,43695
50,145,43.5,1.5,23439
17867,145,49.6,1.4,18995
19795,30,58.9,1.4,14998
21023,145,54.3,3.0,22498
73956,160,49.6,2.0,10998
78801,30,64.2,2.0,11498
69647,30,64.2,2.0,9995
16530,30,60.1,1.4,17391
51607,30,55.4,1.4,12201
15351,30,57.6,1.4,11995
35375,145,68.9,1.6,17650
23,145,40.4,2.0,25998
11111,145,65.7,2.0,23498
36703,30,62.8,2.0,16998
66188,265,41.5,3.0,21498
10439,145,41.5,1.5,23300
48063,30,61.4,2.0,16600
6000,150,47.1,1.8,21491
1000,145,38.7,2.0,23995
1500,145,32.1,2.0,37995
50,145,30.1,2.5,47949
50,145,38.2,2.0,36995
2000,145,32.8,3.0,64995
50,145,42.2,2.0,27995
2000,145,34.5,3.0,48995
25785,30,57.6,1.4,11502
14179,30,58.9,1.4,13219
73441,150,54.3,2.0,8995
56767,20,67.3,2.0,14298
15900,145,67.3,2.0,21465
21660,30,61.4,2.0,18370
17802,30,57.6,1.4,11320
21601,30,56.5,1.4,16950
32055,20,60.1,1.4,11290
6522,145,47.1,1.8,17599
38851,125,57.6,2.0,14995
42214,125,53.3,1.4,12255
24465,30,58.9,1.4,13995
23496,145,54.3,1.4,17481
5800,145,44.8,1.0,18999
30352,30,58.9,1.4,13995
29528,20,68.9,1.6,13490
19924,0,76.3,1.6,11995
22761,145,54.3,3.0,21298
38124,30,61.4,2.0,19498
18052,145,61.4,2.0,18200
57819,0,72.4,2.0,12816
57640,125,61.4,2.0,18181
20516,145,62.8,2.0,20520
27878,0,76.3,1.6,10191
50610,30,61.4,2.0,16991
17228,200,47.1,2.0,23992
9684,145,36.7,3.0,27312
23824,145,38.2,3.0,29152
5105,145,33.2,2.0,30075
11,145,40.9,2.0,22453
5022,145,40.4,3.0,37902
2167,145,47.9,2.0,27246
20323,145,40.4,2.0,25312
17936,145,40.4,2.0,31962
21246,30,56.5,1.4,18192
19171,145,55.4,1.0,16732
13219,145,50.4,1.4,20242
27155,150,60.1,1.0,13498
26849,20,65.7,2.0,15998
25549,30,58.9,1.4,12498
21238,20,60.1,1.4,13498
2343,145,39.2,2.0,31395
3409,145,39.2,2.0,31266
6546,145,60.1,2.0,24702
5342,145,32.1,2.0,37400
6447,145,32.1,2.0,33800
2301,145,51.4,1.6,22420
7154,145,52.3,1.6,21920
6698,145,30.7,2.0,35866
4294,145,38.2,2.0,33236
2574,145,39.2,2.0,31366
3390,145,38.2,2.0,33415
3265,145,47.9,1.0,20990
3390,145,50.4,2.0,31690
20123,30,56.5,1.4,12798
18668,150,40.9,2.0,17998
14264,145,54.3,1.5,18998
55659,30,58.9,2.0,17998
20417,30,70.6,1.4,15498
6514,150,38.2,2.0,30498
9866,125,52.3,1.4,21652
3161,145,38.2,1.5,28192
8238,145,32.8,3.0,48206
2200,145,37.7,3.0,44990
7612,145,38.2,2.0,32732
9160,145,49.6,1.6,20594
51109,30,67.3,2.0,15472
30417,30,62.8,2.0,18990
17953,145,40.4,2.0,25572
25143,145,67.3,2.0,18082
20320,145,37.7,3.0,29582
2574,145,40.9,1.5,26890
3962,145,42.8,2.0,27690
26041,30,56.5,1.4,15052
44551,125,50.4,1.4,18242
23249,145,32.1,2.9,52422
44000,30,60.1,2.0,16890
18270,235,39.8,2.0,19512
6756,145,38.2,2.0,34026
3895,145,38.2,2.0,36890
7050,145,47.1,2.0,31880
990,145,42.8,2.0,27690
2410,145,38.7,3.0,45890
7696,30,67.3,2.0,21952
26500,145,54.3,1.4,18552
42683,145,34.0,3.0,35422
29933,145,40.4,2.0,23690
12668,145,51.4,2.0,25510
22393,145,37.2,4.0,63912
3360,145,50.4,2.0,31690
49268,235,38.7,2.0,15490
39000,30,55.4,1.4,10552
22164,160,46.3,2.0,17690
41529,30,65.7,2.0,16498
5664,145,35.8,2.0,29920
582,145,33.2,3.0,56894
11113,145,47.9,1.6,21294
11464,145,33.6,3.0,51862
33500,200,45.6,3.0,23912
35742,145,76.4,1.6,11872
2788,145,38.2,1.5,28676
27041,200,47.1,2.0,23142
4521,145,38.2,2.0,34890
20160,160,50.4,2.0,20000
15866,145,61.4,2.0,22995
25244,20,60.1,1.0,13298
25097,235,42.8,3.0,29172
30930,150,54.3,1.5,19261
14900,125,53.3,1.4,14242
10386,145,32.8,3.0,43946
54983,145,74.3,2.0,14788
13282,30,56.5,1.4,14959
19297,145,51.4,1.4,17259
41000,145,54.3,3.0,23890
2100,145,31.4,2.0,31490
6000,145,53.3,2.0,22941
28418,30,58.9,1.4,12762
31224,205,47.9,3.0,31390
3827,150,40.9,2.0,29562
23052,150,76.3,1.6,14180
69431,0,74.3,1.6,9442
14893,145,50.4,1.4,17990
8763,30,60.1,1.4,18698
19227,145,37.2,4.0,61900
11000,145,48.7,3.0,38750
43525,145,50.4,2.0,18688
34995,165,52.3,3.0,21488
55201,0,80.7,1.6,10490
26000,0,67.3,1.0,11995
1666,145,47.9,2.0,27695
15571,145,48.7,2.0,25636
9011,145,47.9,3.0,37332
9740,145,30.1,4.0,65290
73032,150,55.4,2.0,11341
24587,150,67.3,1.0,11990
30394,0,67.3,1.0,9980
25988,150,44.1,2.0,23890
22800,30,55.4,1.4,13995
29491,125,51.4,1.4,20995
17344,30,56.5,1.4,14895
39000,20,67.3,2.0,13995
20193,30,55.4,1.4,12650
53584,325,30.7,4.0,24991
19992,145,65.7,2.0,19456
55559,300,38.2,3.0,22782
15440,30,55.4,2.0,18762
19543,30,58.9,1.4,18690
8564,145,34.9,2.0,28566
11558,145,52.3,1.6,18160
12140,145,47.9,1.6,18380
20300,145,50.4,2.0,24720
12199,145,67.3,2.0,18990
31086,205,42.8,2.0,17490
24015,30,58.9,1.4,12999
37505,205,47.1,2.0,19990
12844,145,48.7,2.0,31600
3653,145,33.2,2.0,32890
1354,145,39.2,3.0,48490
3532,145,51.4,2.0,27890
4757,145,47.9,2.0,25490
7396,145,47.1,2.0,26980
10894,145,52.3,1.4,20479
18782,145,32.8,3.0,56990
57800,145,54.3,2.0,14490
14960,145,57.6,1.4,11490
7479,145,36.7,3.0,29990
8752,145,39.2,1.5,22490
13502,150,47.1,2.0,31990
17929,145,70.6,2.0,20391
13840,145,67.3,1.0,12260
62871,20,60.1,1.4,9720
9997,145,47.9,1.4,20998
31516,145,55.4,2.0,16798
29777,145,47.9,1.4,17798
10000,145,58.9,2.0,20495
12000,145,58.9,1.4,19995
23500,145,34.0,3.0,37995
20346,30,57.6,1.4,15498
9347,145,47.9,1.4,18998
9000,150,29.1,2.9,55495
15716,30,57.6,1.4,11107
80931,30,64.2,2.0,9691
26200,20,68.9,2.0,11211
19749,30,55.4,1.4,13699
43979,200,47.1,2.0,18998
40809,125,61.4,3.0,19698
5790,145,41.5,2.0,18998
32500,30,61.4,2.0,15995
33600,145,61.4,2.0,17649
15091,145,52.3,1.4,18500
16600,145,38.7,3.0,31500
1980,145,32.8,3.0,48500
5500,145,50.4,2.0,28750
18200,145,32.8,3.0,46500
16021,160,50.4,2.0,19298
12891,145,49.6,1.4,19998
10146,145,52.3,2.0,19298
81012,20,68.9,2.0,7598
29203,30,58.9,1.4,14298
19687,30,70.6,1.4,14998
30000,145,50.4,2.0,14980
7433,200,40.4,2.0,18120
43151,20,64.2,2.0,15998
21132,0,72.4,2.0,17495
20258,0,83.1,1.6,12495
39854,0,80.7,1.6,11995
25959,20,70.6,1.6,11995
30224,125,60.1,2.0,17495
19912,145,51.4,1.4,15995
6936,145,39.2,2.0,23350
17157,125,48.7,2.0,19771
4278,145,33.6,3.0,50786
49447,125,53.3,1.4,8999
25277,30,55.4,1.4,11510
37848,30,61.4,2.0,18900
11784,145,74.3,2.0,18295
49487,125,57.6,2.0,15995
25854,30,57.6,1.2,9690
6806,145,34.9,2.0,30796
14,145,70.6,2.0,25016
2416,145,38.7,2.0,24436
16161,145,52.3,1.6,22230
26301,20,70.6,2.0,16792
9256,145,46.3,1.6,23991
6000,145,33.2,3.0,44212
50811,20,67.3,2.0,11995
31959,160,50.4,2.0,19495
56000,300,38.2,3.0,17650
70000,145,54.3,2.0,9649
12683,125,51.4,1.4,17940
28197,30,61.4,2.0,16997
11340,145,50.4,1.4,20620
57192,145,55.4,3.0,14500
6287,150,55.4,1.0,15991
55200,20,68.9,2.0,12230
28555,20,70.6,2.0,14899
4150,150,47.9,1.0,19471
22604,145,56.5,1.5,20971
22791,145,52.3,1.4,20671
11532,145,56.5,1.5,17971
18696,145,50.4,1.4,18995
55000,30,64.2,2.0,13450
25500,20,68.9,2.0,9750
56000,205,47.1,2.0,17250
68000,0,74.3,1.6,8995
28000,125,58.9,2.0,17250
20482,30,62.8,2.0,16671
36391,145,50.4,1.4,18481
6173,145,40.4,3.0,39881
5713,145,44.8,1.6,26132
3356,145,44.8,1.6,26302
34188,30,55.4,1.4,12881
30294,125,60.1,3.0,22990
36157,20,72.4,2.0,15290
44601,200,40.9,2.0,21490
26832,235,42.8,3.0,28881
18926,200,47.9,2.0,22971
4352,145,51.4,1.6,22382
24831,30,61.4,2.0,20192
9089,145,33.6,3.0,51991
33112,30,60.1,2.0,15991
66506,235,43.5,3.0,22990
20828,30,57.6,1.4,10590
27379,200,45.6,3.0,26490
43888,235,44.1,3.0,18962
17868,30,58.9,1.4,15990
69130,0,74.3,2.0,11120
22499,160,43.5,2.0,23482
11540,30,61.4,2.0,20481
19677,145,51.4,1.4,18992
25593,145,67.3,2.0,19632
15268,125,52.3,1.4,17132
44929,200,47.1,2.0,21571
14915,145,32.8,3.0,47816
11070,145,67.3,2.0,21481
38810,30,67.3,2.0,17012
15475,145,50.4,2.0,23132
10504,145,40.4,2.0,26062
35706,125,49.6,2.0,16862
31846,150,56.5,1.4,15749
6734,150,40.4,2.0,21989
21699,30,61.4,2.0,19280
14779,145,49.6,1.4,18202
18865,145,47.9,1.4,23252
19411,160,43.5,2.0,21241
12272,145,56.5,1.4,19310
51124,0,72.4,2.0,13110
28691,145,67.3,1.0,11000
28828,145,64.2,2.0,18995
15425,145,42.2,1.5,23995
18679,30,57.6,1.4,10870
40276,30,62.8,2.0,12470
21634,145,55.4,2.0,24000
2117,145,40.4,3.0,41606
9026,145,40.4,2.0,24260
27079,30,55.4,1.4,13982
2640,145,37.7,2.0,28990
44180,30,58.9,1.4,16991
5209,145,42.8,1.5,22276
8909,145,44.8,2.0,33560
5004,145,34.0,2.0,37800
3866,145,39.2,3.0,32326
3092,145,50.4,2.0,31760
12186,145,48.7,2.0,25946
46096,145,67.3,1.0,11771
1703,145,51.4,2.0,29490
2240,145,38.2,2.0,38990
1884,145,50.4,2.0,32990
883,145,44.1,1.0,24990
4250,145,40.4,3.0,43990
10065,145,47.1,1.0,21656
3145,145,39.8,2.0,25490
3653,145,49.6,1.6,21355
3774,145,40.9,2.0,22365
20385,125,56.5,2.0,15432
52226,20,60.1,1.4,12771
29683,150,36.7,3.0,28471
75900,125,58.9,2.0,9995
55800,125,58.9,2.0,14810
24055,20,68.9,2.0,10582
44077,125,52.3,1.4,13252
22000,30,62.8,2.0,16000
20518,0,80.7,1.6,11800
9316,145,38.2,2.0,26184
7188,145,38.2,2.0,27640
5956,145,39.8,3.0,44300
6009,145,40.9,2.0,22165
52405,160,53.3,2.0,17322
24490,200,47.9,2.0,20771
3125,145,40.9,1.5,26676
44230,160,52.3,3.0,20981
25556,30,57.6,1.4,16492
4383,145,47.1,1.0,19926
6389,145,42.8,2.0,28770
6146,145,38.2,2.0,28160
12123,160,44.8,2.0,16406
5150,145,38.2,2.0,34376
2536,145,40.9,2.0,22476
4891,145,51.4,2.0,24695
5891,145,39.2,2.0,32195
5496,145,46.3,1.6,24526
19516,30,58.9,1.4,13942
49237,145,47.9,1.4,16962
29273,0,72.4,2.0,15082
38272,30,64.2,2.0,16402
65140,20,67.3,2.0,8971
18892,150,46.3,2.0,18781
24260,150,43.5,2.0,23671
15888,150,52.3,1.4,18771
61411,205,47.9,3.0,28371
9771,145,29.7,2.9,54883
8765,145,37.7,2.0,28610
4009,145,29.7,2.9,55292
13606,145,61.4,3.0,22146
20280,145,67.3,1.0,14481
2869,145,46.3,1.6,24164
7825,145,34.9,2.0,29256
5456,145,38.2,2.0,32956
46085,235,42.2,3.0,26276
10521,145,33.6,3.0,48642
8422,145,33.2,3.0,43475
19135,30,55.4,1.4,12672
1276,145,52.3,1.6,22777
6995,145,44.1,2.0,36610
17503,145,51.4,1.4,18772
38322,145,47.9,1.4,15322
3925,145,44.1,1.5,30777
22478,30,67.3,2.0,17702
33481,200,47.9,3.0,31652
24891,145,34.5,2.5,39076
14931,20,70.6,1.6,13862
23448,30,58.9,1.4,13432
5263,150,48.7,2.0,27162
40000,125,53.3,1.4,8999
29782,30,58.9,1.4,14671
21876,150,55.4,2.0,28062
30194,145,55.4,2.0,19998
16000,200,40.4,2.0,22495
52134,200,47.9,2.0,12495
35964,145,49.6,1.4,17500
2550,145,54.3,1.6,19196
15803,145,35.8,2.0,28620
3184,145,42.8,1.5,20956
3662,145,37.2,1.5,34256
38017,165,49.6,2.0,15990
55364,30,62.8,2.0,11941
51756,205,47.1,2.0,18690
10340,150,55.4,1.4,16295
76026,30,60.1,2.0,10310
21438,125,52.3,1.4,10598
21155,125,58.9,2.0,20498
60569,200,47.9,3.0,27057
35395,300,34.9,2.5,29250
40054,145,44.1,2.0,22490
48627,260,36.7,2.0,14550
32709,145,47.9,1.4,10991
59302,30,57.6,1.4,10510
18365,30,56.5,1.4,14470
5003,150,38.7,2.0,26490
37556,145,40.4,2.0,18937
28411,30,62.8,2.0,16430
20313,145,47.1,1.0,16990
24673,20,72.4,2.0,15270
23416,0,67.3,1.0,11120
34700,150,58.9,1.4,14391
23657,145,40.4,2.0,29691
40484,145,53.3,3.0,21895
34899,200,47.9,3.0,19100
17679,0,76.3,1.6,10990
3221,145,47.1,1.0,20726
3628,145,48.7,2.0,26876
23838,30,56.5,1.4,13852
35712,145,53.3,2.0,18000
13166,145,52.3,1.4,17782
22049,235,42.8,3.0,26796
38240,145,54.3,2.0,13549
81386,145,52.3,2.0,13680
95001,260,41.5,3.0,18420
15712,20,64.2,1.0,13491
60892,145,56.5,1.5,16991
59691,30,67.3,2.0,13070
82591,30,61.4,2.0,9960
42753,20,62.8,1.0,11991
24563,30,61.4,2.0,16670
34153,160,44.1,2.0,23836
61140,200,47.9,3.0,14086
17078,160,52.3,3.0,21836
5538,145,50.4,3.0,35866
6033,150,46.3,1.6,22302
69798,200,47.1,2.0,15490
3795,145,52.3,1.6,22383
4389,145,40.9,1.5,26073
3795,145,33.2,2.0,32243
30000,240,39.8,2.0,8695
6063,145,32.8,3.0,46426
15336,145,51.4,2.0,25082
16594,300,34.9,2.5,31072
5364,145,38.2,1.5,28396
18574,145,51.4,1.4,18182
47538,200,47.9,3.0,31072
3130,145,48.7,2.0,31210
39836,145,72.4,1.6,13532
3017,145,46.3,1.6,24440
43700,300,38.2,3.0,25042
23530,200,47.1,2.0,20176
6931,145,65.7,2.0,19082
33931,145,55.4,3.0,20992
2801,145,47.1,1.0,20766
49281,150,54.3,3.0,22895
66883,30,57.6,1.4,10595
42940,200,47.9,2.0,17595
12751,145,39.2,4.0,51595
6223,145,38.7,2.0,24798
22,145,47.9,2.0,23998
76101,30,64.2,2.0,9980
48175,145,47.9,1.4,16637
28294,0,188.3,1.4,14981
4002,145,38.2,2.0,37981
3662,145,52.3,1.6,20481
24717,20,68.9,1.6,16582
21002,160,49.6,2.0,17584
24154,30,57.6,1.4,11602
74924,30,67.3,2.0,10500
14700,30,55.4,2.0,16499
54566,0,80.7,1.6,9000
3951,145,42.8,1.5,22976
26479,125,50.4,1.4,16362
18280,145,51.4,1.4,18981
2401,145,48.7,2.0,27236
8990,145,32.8,3.0,47916
30522,30,56.5,1.4,17481
7188,145,51.4,1.6,21374
1490,145,49.6,1.6,21726
5872,145,33.2,2.0,27870
5260,145,36.2,3.0,45912
11113,145,32.1,2.0,33630
10210,145,33.2,3.0,43244
6328,145,48.7,2.0,26925
10472,145,44.1,1.0,21226
10980,145,54.3,1.5,20442
21849,145,49.6,1.4,18000
16949,145,49.6,1.4,18500
21809,0,67.3,1.0,10691
20411,0,74.3,1.6,12995
22789,30,58.9,1.4,14995
42611,20,67.3,2.0,16495
7198,150,64.2,1.0,14495
18331,145,40.4,2.0,30981
17506,145,40.4,2.0,31252
6810,145,40.4,2.0,24590
19416,145,47.9,1.4,19242
36000,30,61.4,2.0,20481
1276,145,44.8,1.5,23481
19533,145,56.5,2.0,24997
34539,0,76.3,1.6,11950
79965,30,64.2,2.0,13541
22601,145,39.2,2.0,32481
18894,30,55.4,1.2,9481
31479,30,57.6,1.4,11392
28200,0,76.3,1.6,12100
12318,200,47.1,2.0,21572
9643,145,40.4,3.0,40970
3358,145,55.4,2.0,21981
29782,145,52.3,1.4,21332
41088,200,42.8,2.0,19412
14562,145,52.3,3.0,26102
43521,30,57.6,1.4,10972
2661,145,54.3,1.6,20481
2998,145,47.1,2.0,32981
15920,145,47.9,1.4,20972
13750,145,47.9,1.4,21481
36552,0,67.3,1.0,11232
31362,145,37.2,4.0,64842
11881,30,56.5,1.4,20112
49688,300,33.6,3.0,20452
9432,145,33.6,3.0,53981
29491,145,55.4,1.4,13295
11785,150,40.9,1.5,21892
3116,150,38.2,2.0,37682
19227,145,43.5,2.0,28452
44658,125,52.3,1.4,14032
8656,145,34.9,2.0,32182
5426,145,49.6,1.6,21162
33920,205,40.9,2.0,17950
45324,30,60.1,1.4,15395
10,145,43.5,1.5,23500
12513,145,39.8,2.0,26156
9589,145,32.1,2.0,31516
4508,145,47.9,2.0,31156
10221,145,38.2,2.0,25986
2364,145,37.2,2.0,30576
4566,145,32.8,3.0,46456
58021,145,53.3,2.0,19712
11252,145,51.4,1.6,22262
4722,145,49.6,1.6,21392
3571,145,47.9,1.6,21902
60130,145,62.8,2.0,22318
48093,20,72.4,1.6,11322
19444,145,34.0,3.0,40892
30042,0,80.7,1.6,10330
40895,200,48.7,2.0,17497
19210,125,50.4,1.4,18495
42971,160,49.6,2.0,15250
21102,30,58.9,1.4,18000
36667,150,56.5,2.0,18000
33435,30,70.6,1.4,15000
72562,260,41.5,3.0,18990
8534,145,40.9,2.0,21686
29627,30,55.4,1.4,12977
42011,0,76.3,1.6,9995
25679,30,55.4,1.4,12000
46901,20,70.6,1.6,9999
24285,20,70.6,2.0,12699
53364,125,58.9,2.0,11999
49600,160,49.6,2.0,12799
47228,150,56.5,2.0,23500
43990,20,60.1,1.0,14000
9153,145,45.6,1.4,24000
28771,30,55.4,1.4,12000
21410,145,51.4,2.0,19000
35076,0,76.3,1.6,9995
33000,150,61.4,2.0,20875
18258,20,60.1,1.4,13950
65542,145,54.3,2.0,10950
8956,150,60.1,1.0,14517
36843,0,76.3,1.6,10020
67636,260,42.2,3.0,15290
11627,30,53.3,2.0,18998
40008,125,60.1,2.0,16998
18432,30,60.1,1.4,17498
82725,145,54.3,3.0,18498
17233,30,55.4,1.4,12495
19210,125,50.4,1.4,18495
52200,30,57.6,1.4,9397
27150,145,52.3,1.4,18499
43309,0,72.4,2.0,15499
24090,145,34.0,2.5,34491
19,150,46.3,2.0,26998
16434,145,70.6,1.4,15698
22,145,40.4,2.0,27298
32895,125,51.4,1.4,16505
5208,145,67.3,1.6,18505
6623,145,38.7,2.0,23755
21668,145,70.6,2.0,19299
43376,200,47.9,2.0,13499
33769,30,55.4,1.4,13499
22491,145,43.5,2.0,22711
16861,145,47.9,3.0,39999
39000,145,74.3,2.0,16499
28814,145,74.3,2.0,17499
20136,150,64.2,2.0,19995
32272,200,40.4,2.0,21483
34190,0,80.7,1.6,10495
27500,20,70.6,2.0,17295
37151,145,51.4,1.4,15998
49450,200,47.1,2.0,18450
35790,30,67.3,2.0,17190
44603,0,72.4,2.0,14998
10249,145,50.4,3.0,33998
2117,145,50.4,1.0,19998
38935,20,60.1,1.4,13500
24918,0,67.3,1.0,11995
10827,145,56.5,1.5,21498
21237,150,70.6,2.0,24698
6550,145,52.3,1.6,22005
31975,160,50.4,2.0,18505
18135,145,51.4,1.4,18505
42594,30,64.2,1.6,15255
10429,145,49.6,1.4,21755
19038,0,67.3,1.0,12505
23765,145,50.4,1.4,17505
1980,145,48.7,2.0,27001
10683,145,50.4,1.4,20505
44374,0,74.3,1.6,9755
23188,145,53.3,2.0,23252
37709,200,40.4,2.0,23232
28498,145,48.7,2.0,21602
53339,30,61.4,2.0,17862
18759,160,46.3,2.0,18272
57062,125,57.6,2.0,10962
19360,0,76.3,1.6,10790
36008,150,67.3,2.0,16745
39992,145,54.3,1.5,15982
19681,145,55.4,2.0,18991
11836,20,60.1,1.0,13999
7650,145,47.1,1.0,19750
33000,165,46.3,1.8,16495
5051,145,51.4,2.0,24662
7728,145,45.6,2.0,34922
7541,0,67.3,1.0,12372
4300,145,47.1,2.0,29532
26111,30,60.1,1.4,17255
17640,145,40.9,2.0,27005
5485,145,58.9,2.0,21755
6793,145,37.2,1.5,35505
31605,145,57.6,2.0,19655
26211,145,39.2,2.0,19755
21540,30,57.6,1.4,16755
17467,145,41.5,1.5,22005
48782,20,68.9,1.6,13005
9707,145,51.4,1.4,20001
4379,145,47.9,1.0,19752
3827,145,40.4,2.0,25755
11000,150,55.4,2.0,17755
80248,125,58.9,2.0,9730
64458,30,64.2,2.0,10100
73946,20,68.9,2.0,10999
1000,150,38.2,2.0,39000
5000,150,32.5,3.0,62000
2000,150,51.4,2.0,31000
2933,145,49.6,1.6,21032
1782,150,49.6,1.6,21032
4962,150,51.4,1.6,22792
8050,150,40.9,1.5,26022
1200,150,38.2,3.0,38990
50000,0,67.3,1.0,9912
100,145,47.9,2.0,32750
4500,145,39.2,2.0,28250
5007,145,48.7,2.0,30500
3378,145,39.2,2.0,29300
3000,150,39.2,2.0,32000
2000,145,38.2,2.0,42500
1500,145,49.6,1.6,23900
100,145,52.3,1.6,24000
1500,145,52.3,1.6,22650
5780,145,49.6,1.6,20750
22406,145,52.3,2.0,18502
6600,145,32.8,3.0,48255
26476,30,65.7,2.0,15255
3000,145,33.6,3.0,58500
100,145,51.4,2.0,29000
100,145,39.2,2.0,35500
11617,145,68.9,2.0,25000
11500,145,68.9,2.0,25500
4500,145,42.8,2.0,31750
3500,145,50.4,2.0,28000
1000,145,32.8,3.0,57000
2000,145,50.4,2.0,31000
10661,150,46.3,1.5,20000
100,145,49.6,2.0,30500
4563,145,49.6,1.6,24750
18778,145,70.6,1.6,19505
5727,145,49.6,1.6,21005
3233,145,39.2,1.5,25005
33761,145,40.4,2.0,27505
6257,145,33.2,2.0,30755
40677,20,67.3,2.0,14505
12200,145,33.2,3.0,40755
7392,145,39.2,1.5,27900
100,145,40.4,2.0,29500
5999,145,38.2,2.0,34255
4500,145,50.4,2.0,31000
4665,145,49.6,2.0,29000
1000,145,50.4,2.0,30650
1000,145,64.2,2.0,27500
7800,145,49.6,1.6,23750
100,145,53.3,1.4,25000
1500,145,38.2,2.0,36500
1000,145,48.7,2.0,31000
2000,145,50.4,2.0,33500
6000,145,50.4,2.0,32000
100,145,52.3,1.6,25750
2214,145,51.4,1.6,24500
100,145,38.2,2.0,28750
6000,145,38.7,2.0,31000
38197,200,47.1,2.0,20500
11906,145,47.9,1.4,22003
6109,145,41.5,1.5,22752
6934,145,47.9,1.0,19000
100,145,24.1,5.2,125000
2000,145,38.2,2.0,36500
17920,145,67.3,2.0,20500
3000,145,50.4,3.0,39500
4000,145,38.2,3.0,39500
6750,150,34.9,2.0,30000
37634,0,67.3,1.0,10850
44488,150,53.3,2.0,12750
1000,145,32.8,5.2,135000
7800,145,68.9,2.0,23000
945,145,33.6,3.0,56000
5900,145,50.4,3.0,48000
384,150,50.4,2.0,32910
5745,150,33.6,3.0,41718
34468,0,74.3,1.6,11495
8000,145,67.3,2.0,26000
7500,145,50.4,2.0,26000
5800,145,30.7,4.0,89750
4000,145,47.9,2.0,35000
859,150,48.7,2.0,30990
26722,150,58.9,1.4,16989
13479,145,48.7,2.0,26875
4040,145,49.6,1.6,20974
3885,145,49.6,1.6,21336
14563,145,45.6,2.0,30870
5724,145,48.7,2.0,30950
1000,145,50.4,3.0,39500
3000,145,50.4,2.0,27000
3000,145,38.2,2.0,33500
10618,0,67.3,1.0,12250
16004,30,57.6,1.4,13250
41733,330,29.4,4.0,41750
15992,145,58.9,2.0,20490
28527,20,68.9,1.6,11995
24523,20,70.6,1.6,15380
14267,145,56.5,2.0,23490
25129,145,64.2,2.0,19801
18434,125,52.3,1.4,19701
5700,150,42.2,1.5,22001
25848,145,55.4,2.0,17801
25079,150,67.3,2.0,19401
3362,145,30.7,2.0,37201
34893,235,42.8,3.0,25495
19701,20,65.7,2.0,16695
8215,145,47.9,1.6,19995
24408,150,60.1,1.4,17495
62331,125,52.3,1.4,7783
12541,145,67.3,1.0,11990
20826,30,57.6,1.4,11491
49000,30,64.2,2.0,15441
